account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats_x,is_trial,churn_flag_x,mrr_amount,arr_amount,seats_y,upgrade_flag,downgrade_flag,churn_flag_y,billing_frequency,auto_renew_flag,total_usage_count,total_usage_secs,total_errors,beta_feature_ratio,ticket_count,avg_resolution_time,avg_satisfaction,escalation_rate,churn,churn_risk_score
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,1714.2631578947369,20571.157894736843,27.63157894736842,0.0526315789473684,0.0526315789473684,True,annual,0.7894736842105263,1053.0,326283.0,55.0,0.1119488536155202,3.0,32.666666666666664,5.0,0.0,1,0.8133333333333334
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,4324.7,51896.4,59.0,0.1,0.0,False,monthly,0.6,562.0,150186.0,22.0,0.0966666666666666,2.0,20.5,5.0,0.0,0,0.25
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,7,True,False,1353.5,16242.0,19.75,0.1666666666666666,0.0,True,annual,0.8333333333333334,670.0,217275.0,30.0,0.1421085858585858,3.0,40.333333333333336,5.0,0.3333333333333333,0,0.25666666666666665
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Enterprise,11,True,False,1952.6666666666667,23432.0,37.25,0.0833333333333333,0.1666666666666666,True,annual,0.8333333333333334,642.0,159561.0,26.0,0.1163690476190476,4.0,26.75,4.0,0.0,1,0.47333333333333333
A-956988,Company_14,EdTech,UK,2024-11-30,ads,Enterprise,1,False,False,2262.076923076923,27144.92307692308,29.76923076923077,0.0,0.0769230769230769,True,monthly,0.7692307692307693,658.0,173232.0,49.0,0.1217948717948717,2.0,50.5,3.0,0.0,1,0.79
A-ac14bb,Company_15,FinTech,US,2023-09-08,partner,Enterprise,21,False,False,3468.25,41619.0,31.25,0.25,0.0,True,annual,0.875,531.0,170826.0,42.0,0.1412698412698412,2.0,24.5,4.0,0.0,1,0.8733333333333333
A-463db0,Company_16,HealthTech,US,2024-12-05,partner,Basic,15,False,False,1895.142857142857,22741.714285714286,24.857142857142858,0.0,0.0,False,annual,0.7142857142857143,367.0,106259.0,13.0,0.0846938775510204,6.0,50.16666666666666,4.25,0.1666666666666666,1,0.4
A-ce66f8,Company_17,EdTech,CA,2023-08-23,event,Pro,29,False,False,1976.3333333333333,23716.0,30.33333333333333,0.0,0.0,False,annual,1.0,494.0,133559.0,19.0,0.121031746031746,6.0,41.66666666666666,3.5,0.0,0,0.13666666666666666
A-c4ea60,Company_18,FinTech,DE,2023-03-09,other,Enterprise,18,False,True,1627.3333333333333,19528.0,25.77777777777778,0.0,0.1111111111111111,False,annual,0.7777777777777778,427.0,137244.0,18.0,0.2092592592592592,5.0,36.0,3.6,0.0,0,0.11333333333333333
A-832ec2,Company_19,FinTech,UK,2023-11-19,event,Enterprise,4,True,False,1162.375,13948.5,16.5,0.375,0.0,False,annual,0.375,511.0,157711.0,25.0,0.119047619047619,3.0,26.0,4.0,0.3333333333333333,1,0.4633333333333333
A-684255,Company_20,FinTech,US,2024-04-14,ads,Enterprise,9,False,False,846.0,10152.0,14.928571428571429,0.2142857142857142,0.0714285714285714,True,annual,0.6428571428571429,653.0,191849.0,44.0,0.2656462585034013,4.0,14.25,4.666666666666667,0.25,1,0.47333333333333333
A-c42f1f,Company_21,HealthTech,US,2024-07-28,other,Pro,8,False,False,646.875,7762.5,13.125,0.125,0.125,True,annual,0.75,337.0,98383.0,20.0,0.1166666666666666,9.0,31.33333333333333,4.0,0.1111111111111111,0,0.17333333333333334
A-4e44e8,Company_22,DevTools,US,2024-08-20,ads,Enterprise,3,False,True,2603.214285714286,31238.571428571428,24.857142857142858,0.1428571428571428,0.0,True,annual,0.7857142857142857,687.0,208387.0,37.0,0.095578231292517,3.0,31.33333333333333,3.333333333333333,0.0,1,0.6233333333333333
A-30b4ca,Company_23,EdTech,IN,2024-05-20,organic,Basic,86,False,True,9492.25,113907.0,86.0,0.0,0.0,False,monthly,0.875,402.0,127433.0,22.0,0.2384920634920634,3.0,57.66666666666666,4.0,0.0,1,0.8066666666666666
A-9f2731,Company_24,FinTech,IN,2024-10-04,event,Enterprise,1,False,False,516.1428571428571,6193.714285714285,24.0,0.0,0.1428571428571428,False,monthly,1.0,324.0,98113.0,20.0,0.0561224489795918,0.0,0.0,0.0,0.0,1,0.7466666666666667
A-32fb14,Company_25,DevTools,US,2023-03-07,event,Enterprise,26,False,True,1129.111111111111,13549.333333333334,29.33333333333333,0.2222222222222222,0.0,True,annual,0.7777777777777778,488.0,150708.0,19.0,0.0407407407407407,5.0,34.0,4.5,0.0,1,0.8233333333333334
A-00cac8,Company_26,HealthTech,AU,2023-09-15,organic,Enterprise,8,True,False,1569.0,18828.0,15.333333333333334,0.0,0.1111111111111111,False,monthly,0.8888888888888888,602.0,171366.0,31.0,0.1023809523809523,2.0,33.0,0.0,0.0,0,0.14333333333333334
A-35083d,Company_27,HealthTech,IN,2023-04-28,partner,Basic,19,False,True,2027.0625,24324.75,25.8125,0.1875,0.0,True,monthly,0.875,791.0,237055.0,37.0,0.0989583333333333,4.0,49.75,5.0,0.0,0,0.23
A-eb7fac,Company_28,DevTools,US,2023-10-28,organic,Enterprise,7,False,False,4209.6,50515.2,32.4,0.0,0.0,True,monthly,0.9,538.0,185729.0,44.0,0.0930335097001763,4.0,34.0,4.0,0.0,1,0.87
A-b20d99,Company_29,HealthTech,IN,2023-09-27,other,Basic,20,False,False,1581.2857142857142,18975.42857142857,23.0,0.1428571428571428,0.0,False,monthly,0.8571428571428571,329.0,105214.0,12.0,0.1519274376417233,2.0,61.5,3.5,0.0,1,0.76
A-396e5f,Company_30,Cybersecurity,CA,2024-10-02,other,Enterprise,2,False,False,1023.6,12283.2,17.6,0.2,0.1,False,monthly,0.8,540.0,175427.0,23.0,0.0876190476190476,5.0,24.8,4.0,0.2,1,0.44333333333333336
A-45ce7a,Company_31,FinTech,US,2023-07-23,ads,Enterprise,16,False,False,1173.7142857142858,14084.57142857143,17.142857142857142,0.2857142857142857,0.1428571428571428,True,monthly,0.7142857142857143,424.0,124978.0,30.0,0.0317460317460317,5.0,45.4,3.6666666666666665,0.0,0,0.24666666666666667
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,1983.7272727272727,23804.727272727272,31.09090909090909,0.0,0.0,False,annual,0.6363636363636364,651.0,186929.0,32.0,0.1076839826839826,3.0,43.0,3.0,0.0,1,0.3466666666666667
A-8145a0,Company_33,Cybersecurity,AU,2023-04-25,partner,Basic,2,True,False,1438.3333333333333,17260.0,16.416666666666668,0.1666666666666666,0.0,True,monthly,0.9166666666666666,693.0,200177.0,27.0,0.0618055555555555,6.0,23.666666666666668,4.0,0.0,1,0.7966666666666666
A-bad8c1,Company_34,FinTech,AU,2023-03-01,organic,Basic,7,False,False,1113.857142857143,13366.285714285714,31.857142857142858,0.2857142857142857,0.0,False,monthly,1.0,385.0,125675.0,11.0,0.1428571428571428,1.0,27.0,4.0,0.0,1,0.35
A-44dc83,Company_35,EdTech,FR,2024-05-12,other,Basic,5,False,False,114.0,1368.0,22.75,0.0,0.0,False,annual,1.0,248.0,81119.0,13.0,0.1277777777777777,7.0,40.85714285714285,4.6,0.0,1,0.7933333333333333
A-f446b6,Company_36,DevTools,DE,2023-05-12,ads,Pro,5,True,False,1265.7777777777778,15189.333333333334,16.444444444444443,0.0,0.0,True,monthly,0.7777777777777778,376.0,127515.0,31.0,0.0714285714285714,8.0,30.75,4.25,0.125,0,0.17666666666666667
A-a45270,Company_37,HealthTech,US,2024-06-24,ads,Enterprise,3,False,False,1677.5833333333333,20131.0,23.25,0.1666666666666666,0.0833333333333333,True,annual,0.75,733.0,222582.0,53.0,0.0570436507936507,4.0,64.0,4.0,0.0,1,0.8533333333333334
A-854864,Company_38,FinTech,IN,2024-12-07,event,Enterprise,20,False,False,2459.833333333333,29518.0,31.83333333333333,0.0,0.0,True,annual,0.8333333333333334,248.0,73517.0,10.0,0.1805555555555555,5.0,44.2,4.8,0.0,1,0.5333333333333333
A-1b7577,Company_39,Cybersecurity,US,2024-10-27,other,Pro,4,False,False,797.3636363636364,9568.363636363636,17.545454545454547,0.0,0.0909090909090909,True,monthly,1.0,647.0,195598.0,33.0,0.063997113997114,5.0,27.2,4.0,0.0,0,0.25
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,4259.083333333333,51109.0,45.083333333333336,0.1666666666666666,0.0,False,annual,0.8333333333333334,706.0,207116.0,46.0,0.1251984126984127,4.0,20.0,4.0,0.0,1,0.53
A-9077b0,Company_41,HealthTech,US,2024-08-25,ads,Basic,2,False,False,509.2857142857143,6111.428571428572,17.142857142857142,0.4285714285714285,0.0,True,monthly,1.0,493.0,146301.0,31.0,0.1087301587301587,3.0,40.333333333333336,4.333333333333333,0.0,0,0.21666666666666667
A-7f8241,Company_42,EdTech,US,2023-03-14,organic,Pro,34,False,True,2634.4,31612.8,35.86666666666667,0.1333333333333333,0.0,False,monthly,0.6666666666666666,734.0,227186.0,38.0,0.0645238095238095,1.0,36.0,3.0,0.0,0,0.17666666666666667
A-2bc93d,Company_43,HealthTech,US,2023-03-14,event,Basic,14,False,False,2491.846153846154,29902.153846153848,29.23076923076923,0.3076923076923077,0.0,True,annual,0.8461538461538461,666.0,215735.0,31.0,0.0554029304029304,2.0,12.0,4.5,0.0,1,0.66
A-f3ff05,Company_44,FinTech,IN,2024-07-06,other,Enterprise,2,False,False,1497.3076923076924,17967.69230769231,15.923076923076923,0.0769230769230769,0.0,True,annual,0.9230769230769232,672.0,210327.0,36.0,0.0846153846153846,3.0,42.66666666666666,3.5,0.0,1,0.51
A-2d4502,Company_45,FinTech,IN,2024-04-29,event,Basic,7,False,False,2907.1,34885.2,29.6,0.2,0.0,False,annual,0.7,465.0,127997.0,19.0,0.1119047619047619,3.0,26.33333333333333,5.0,0.0,1,0.7433333333333333
A-6a4e2d,Company_46,EdTech,UK,2023-04-07,partner,Pro,9,False,False,944.9090909090908,11338.90909090909,23.818181818181817,0.1818181818181818,0.0909090909090909,True,annual,0.8181818181818182,597.0,172764.0,31.0,0.0411255411255411,2.0,18.5,4.5,0.5,1,0.87
A-eb7c38,Company_47,DevTools,AU,2024-02-25,organic,Enterprise,5,False,False,2547.333333333333,30568.0,28.8,0.2,0.0666666666666666,True,annual,0.6666666666666666,693.0,203946.0,27.0,0.0945238095238095,5.0,22.4,4.333333333333333,0.0,1,0.58
A-c37601,Company_48,EdTech,US,2024-10-31,partner,Basic,6,True,False,1706.25,20475.0,15.916666666666666,0.0,0.0,True,annual,0.8333333333333334,489.0,131835.0,21.0,0.0795454545454545,4.0,42.25,3.6666666666666665,0.0,1,0.7366666666666667
A-3b5cd1,Company_49,FinTech,US,2023-09-12,event,Basic,13,True,False,1821.2307692307693,21854.76923076923,20.923076923076923,0.1538461538461538,0.0769230769230769,False,monthly,0.6923076923076923,523.0,177958.0,24.0,0.1111111111111111,5.0,27.4,4.0,0.0,1,0.35333333333333333
A-b2225d,Company_50,FinTech,US,2024-03-08,ads,Basic,47,False,True,1590.6666666666667,19088.0,47.25,0.0833333333333333,0.0833333333333333,False,annual,0.75,696.0,236693.0,60.0,0.0594907407407407,2.0,42.0,3.0,0.0,1,0.44
A-94f8c9,Company_51,HealthTech,US,2024-03-29,other,Basic,13,False,False,1999.3125,23991.75,19.8125,0.125,0.0625,True,annual,0.875,746.0,204124.0,63.0,0.0793154761904761,3.0,47.333333333333336,5.0,0.0,1,0.5933333333333334
A-02fac6,Company_52,FinTech,US,2023-04-06,event,Pro,22,False,False,2400.909090909091,28810.90909090909,25.454545454545453,0.0909090909090909,0.0,False,monthly,0.8181818181818182,514.0,169854.0,34.0,0.0865800865800865,6.0,23.33333333333333,4.0,0.0,1,0.5033333333333333
A-c1dfe1,Company_53,DevTools,DE,2023-08-07,ads,Pro,26,False,False,3223.75,38685.0,28.75,0.125,0.25,True,monthly,0.625,375.0,127687.0,30.0,0.1388888888888889,3.0,50.333333333333336,4.0,0.0,1,0.3466666666666667
A-32728c,Company_54,DevTools,US,2023-01-03,event,Pro,20,False,True,562.25,6747.0,22.75,0.125,0.0,True,annual,1.0,418.0,115325.0,22.0,0.1157738095238095,2.0,34.5,3.5,0.0,1,0.8233333333333334
A-4c38bc,Company_55,HealthTech,UK,2024-03-09,event,Basic,36,False,True,3003.75,36045.0,36.0,0.125,0.0,True,annual,0.875,818.0,271358.0,27.0,0.1140625,3.0,48.333333333333336,3.5,0.0,0,0.17333333333333334
A-1b707d,Company_56,Cybersecurity,US,2023-07-14,organic,Enterprise,1,False,False,1166.5,13998.0,16.25,0.125,0.0,True,annual,0.625,399.0,110456.0,12.0,0.0959821428571428,3.0,42.66666666666666,0.0,0.0,1,0.4033333333333333
A-6f8ad2,Company_57,EdTech,IN,2024-07-09,organic,Basic,1,False,False,1525.1764705882354,18302.117647058825,23.58823529411765,0.1176470588235294,0.0588235294117647,True,annual,0.5882352941176471,924.0,261489.0,59.0,0.1686274509803921,4.0,35.25,4.333333333333333,0.0,0,0.19
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Basic,20,False,False,2414.6153846153848,28975.384615384617,30.23076923076923,0.2307692307692307,0.0769230769230769,False,monthly,0.6923076923076923,477.0,148106.0,25.0,0.0807692307692307,2.0,15.0,4.0,0.0,1,0.4666666666666667
A-9ee962,Company_59,HealthTech,US,2023-02-28,ads,Basic,9,False,True,1046.6666666666667,12560.0,15.333333333333334,0.3333333333333333,0.1111111111111111,True,annual,0.7777777777777778,439.0,120226.0,17.0,0.0751488095238095,3.0,37.0,4.0,0.0,1,0.7366666666666667
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Pro,8,True,False,1009.6666666666666,12116.0,22.666666666666668,0.0833333333333333,0.0833333333333333,True,annual,1.0,565.0,187525.0,38.0,0.0778769841269841,6.0,28.5,4.5,0.0,1,0.56
A-94d3da,Company_61,HealthTech,US,2023-05-03,other,Basic,41,False,False,1889.4166666666667,22673.0,41.0,0.0833333333333333,0.0,True,monthly,0.6666666666666666,464.0,150051.0,25.0,0.123015873015873,6.0,26.83333333333333,3.5,0.0,1,0.32
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Enterprise,33,False,False,699.6,8395.2,33.0,0.0,0.0,True,monthly,0.8,295.0,102452.0,22.0,0.0666666666666666,4.0,17.0,3.75,0.0,1,0.7966666666666666
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Enterprise,5,True,False,2498.230769230769,29978.76923076923,34.92307692307692,0.0,0.0,True,monthly,0.7692307692307693,729.0,220382.0,45.0,0.0893828393828393,5.0,30.2,5.0,0.0,0,0.22666666666666666
A-7e0a10,Company_64,FinTech,US,2023-11-18,ads,Enterprise,46,False,False,4111.6,49339.2,48.4,0.1,0.0,False,monthly,0.7,511.0,173162.0,35.0,0.0934523809523809,5.0,39.4,4.0,0.0,1,0.7866666666666666
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Basic,8,False,False,1993.25,23919.0,16.75,0.25,0.3333333333333333,True,monthly,0.75,599.0,168143.0,33.0,0.0570436507936507,5.0,24.2,4.333333333333333,0.0,1,0.53
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Basic,43,False,False,4355.666666666667,52268.0,43.888888888888886,0.2222222222222222,0.0,True,annual,0.5555555555555556,565.0,159213.0,45.0,0.1009259259259259,5.0,51.4,3.5,0.2,1,0.6433333333333333
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Pro,1,False,False,1343.357142857143,16120.285714285714,14.428571428571429,0.0714285714285714,0.0714285714285714,False,annual,0.5714285714285714,528.0,149124.0,31.0,0.0892857142857142,2.0,45.0,4.0,0.0,1,0.25
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Pro,18,True,True,2544.909090909091,30538.90909090909,29.63636363636364,0.0,0.0,True,annual,0.9090909090909092,396.0,123655.0,26.0,0.1334415584415584,4.0,29.5,4.0,0.0,1,0.49666666666666665
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Basic,21,True,True,2138.692307692308,25664.30769230769,28.307692307692307,0.0769230769230769,0.0,True,monthly,0.8461538461538461,692.0,196300.0,25.0,0.0995726495726495,5.0,35.4,4.75,0.0,0,0.19666666666666666
A-2922b6,Company_70,HealthTech,US,2024-11-14,organic,Basic,15,False,False,1778.1666666666667,21338.0,25.166666666666668,0.1666666666666666,0.0,True,annual,0.8333333333333334,393.0,117237.0,13.0,0.0476190476190476,2.0,15.5,4.0,0.0,1,0.5133333333333333
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Basic,5,False,False,1643.75,19725.0,27.58333333333333,0.0,0.0833333333333333,True,annual,0.8333333333333334,597.0,196701.0,22.0,0.0303030303030303,4.0,33.5,4.0,0.0,1,0.4633333333333333
A-a8b49c,Company_72,Cybersecurity,UK,2023-10-06,partner,Basic,7,False,False,963.9166666666666,11567.0,14.833333333333334,0.0833333333333333,0.0,False,annual,0.9166666666666666,545.0,183399.0,43.0,0.0208333333333333,1.0,72.0,4.0,0.0,1,0.5033333333333333
A-9174e0,Company_73,Cybersecurity,US,2024-12-04,partner,Basic,37,False,False,3598.4,43180.8,40.6,0.1333333333333333,0.0,True,monthly,0.8,689.0,206138.0,61.0,0.0694179894179894,2.0,39.0,5.0,0.0,0,0.2966666666666667
A-a1bbb6,Company_74,DevTools,CA,2023-04-05,organic,Basic,1,False,False,1800.25,21603.0,14.125,0.0,0.0,True,monthly,0.625,366.0,118465.0,20.0,0.1636904761904762,3.0,17.666666666666668,4.0,0.0,0,0.1
A-c45b23,Company_75,FinTech,UK,2023-12-08,partner,Basic,5,False,False,708.6666666666666,8504.0,10.916666666666666,0.0,0.0,True,annual,0.75,581.0,181056.0,30.0,0.1625,3.0,36.66666666666666,3.0,0.0,1,0.38
A-02cd81,Company_76,HealthTech,IN,2024-03-28,other,Basic,44,False,False,2354.0,28248.0,44.0,0.0,0.0,True,annual,0.7857142857142857,684.0,219304.0,28.0,0.0739795918367346,3.0,17.333333333333332,4.5,0.3333333333333333,1,0.7866666666666666
A-ee42db,Company_77,EdTech,DE,2023-04-25,ads,Enterprise,13,False,False,963.9166666666666,11567.0,26.25,0.0833333333333333,0.0833333333333333,False,annual,0.9166666666666666,511.0,150876.0,33.0,0.1368055555555555,4.0,33.75,3.0,0.0,1,0.8
A-432483,Company_78,Cybersecurity,US,2023-02-06,ads,Pro,4,False,False,2868.1111111111118,34417.333333333336,21.22222222222222,0.1111111111111111,0.0,True,annual,0.7777777777777778,451.0,151460.0,28.0,0.1058201058201058,1.0,51.0,0.0,0.0,0,0.15666666666666668
A-9208f0,Company_79,EdTech,US,2023-05-11,organic,Pro,1,False,True,438.875,5266.5,19.125,0.125,0.0,True,annual,0.875,538.0,158701.0,31.0,0.1076388888888889,8.0,41.25,3.333333333333333,0.125,1,0.8266666666666667
A-98a59a,Company_80,FinTech,UK,2023-08-04,partner,Enterprise,56,False,False,3645.6,43747.2,65.2,0.2,0.1,False,monthly,0.6,455.0,124429.0,21.0,0.1892857142857142,3.0,37.333333333333336,4.5,0.0,1,0.49666666666666665
A-fe79a5,Company_81,HealthTech,IN,2024-02-21,ads,Basic,9,True,False,1353.2,16238.4,11.4,0.2,0.0,True,annual,0.9,335.0,96672.0,17.0,0.05,4.0,28.5,5.0,0.0,0,0.19333333333333333
A-726cfa,Company_82,DevTools,US,2023-07-01,partner,Pro,11,False,False,1830.6315789473683,21967.57894736842,21.05263157894737,0.1052631578947368,0.0,True,monthly,0.8421052631578947,993.0,281986.0,45.0,0.1350079744816587,3.0,35.666666666666664,4.0,0.0,1,0.8966666666666666
A-c43359,Company_83,FinTech,US,2024-11-16,organic,Pro,38,False,False,1539.0,18468.0,38.0,0.25,0.125,True,annual,1.0,461.0,147051.0,32.0,0.0919642857142857,3.0,26.666666666666668,4.0,0.0,1,0.7766666666666666
A-271f46,Company_84,DevTools,US,2023-02-09,event,Pro,38,False,True,2450.5,29406.0,39.0,0.0,0.0,False,monthly,1.0,373.0,114563.0,16.0,0.0416666666666666,1.0,36.0,0.0,0.0,1,0.5966666666666667
A-157070,Company_85,FinTech,US,2023-11-09,ads,Pro,16,False,False,1719.125,20629.5,24.75,0.125,0.0625,True,annual,0.875,696.0,186928.0,26.0,0.0747271825396825,3.0,42.333333333333336,3.0,0.3333333333333333,1,0.4766666666666667
A-40a557,Company_86,Cybersecurity,AU,2023-12-03,partner,Pro,16,True,False,2591.555555555556,31098.666666666668,21.55555555555556,0.1111111111111111,0.0,True,monthly,1.0,402.0,114217.0,17.0,0.0595238095238095,7.0,30.571428571428573,3.6666666666666665,0.0,1,0.8633333333333333
A-66224b,Company_87,HealthTech,US,2024-10-18,other,Pro,92,True,False,5765.333333333333,69184.0,93.58333333333331,0.0,0.0,True,annual,0.75,626.0,185229.0,29.0,0.15,6.0,39.833333333333336,3.5,0.0,0,0.20333333333333334
A-91e948,Company_88,EdTech,AU,2023-01-29,partner,Basic,41,False,False,3127.714285714286,37532.57142857143,41.0,0.2857142857142857,0.0,False,monthly,1.0,404.0,115260.0,16.0,0.0,0.0,0.0,0.0,0.0,0,0.22666666666666666
A-104f1a,Company_89,Cybersecurity,US,2024-08-17,other,Pro,24,False,False,1577.125,18925.5,42.25,0.0,0.0,True,monthly,0.875,438.0,156949.0,22.0,0.0416666666666666,5.0,33.2,3.75,0.2,1,0.5433333333333333
A-7988d1,Company_90,Cybersecurity,US,2023-12-20,other,Basic,33,False,False,1188.0,14256.0,39.55555555555556,0.0,0.0,True,monthly,0.7777777777777778,449.0,138265.0,28.0,0.1455026455026455,3.0,35.333333333333336,4.333333333333333,0.0,1,0.41
A-faa28c,Company_91,HealthTech,US,2024-01-30,organic,Enterprise,48,False,False,4171.714285714285,50060.57142857143,49.285714285714285,0.2142857142857142,0.0,True,annual,0.7857142857142857,585.0,162007.0,24.0,0.1054421768707482,4.0,52.25,4.666666666666667,0.25,1,0.88
A-f25509,Company_92,EdTech,US,2024-03-22,other,Enterprise,32,False,False,3224.4,38692.8,40.0,0.0,0.2,False,annual,0.8,229.0,73603.0,15.0,0.125,6.0,42.66666666666666,4.666666666666667,0.0,1,0.5666666666666667
A-3a7284,Company_93,FinTech,US,2024-11-17,organic,Enterprise,31,False,False,2959.9166666666665,35519.0,36.0,0.0833333333333333,0.1666666666666666,True,monthly,0.9166666666666666,609.0,191562.0,30.0,0.1333333333333333,3.0,56.333333333333336,3.5,0.0,1,0.43
A-3a5ad8,Company_94,HealthTech,US,2023-12-05,organic,Enterprise,9,True,False,2207.769230769231,26493.23076923077,25.23076923076923,0.0769230769230769,0.0769230769230769,False,monthly,0.8461538461538461,506.0,127878.0,23.0,0.1271062271062271,4.0,44.75,4.5,0.0,0,0.17
A-65a46c,Company_95,HealthTech,US,2023-11-04,event,Pro,1,False,False,2834.375,34012.5,31.0,0.25,0.0,True,monthly,0.875,370.0,115219.0,21.0,0.1733630952380952,8.0,45.125,4.0,0.0,0,0.16666666666666666
A-8b25f2,Company_96,Cybersecurity,US,2024-02-17,ads,Pro,6,False,True,1080.6153846153843,12967.384615384615,16.0,0.0769230769230769,0.1538461538461538,True,annual,1.0,565.0,159394.0,20.0,0.1193223443223443,2.0,35.5,4.0,0.0,0,0.18333333333333332
A-fabe19,Company_97,DevTools,UK,2024-11-11,ads,Enterprise,1,False,False,2928.1428571428573,35137.71428571428,19.571428571428573,0.2857142857142857,0.0,True,annual,0.4285714285714285,337.0,112966.0,16.0,0.0714285714285714,3.0,40.66666666666666,4.0,0.0,0,0.17333333333333334
A-adc1f3,Company_98,Cybersecurity,US,2024-08-05,organic,Pro,2,False,False,2956.4444444444443,35477.333333333336,17.555555555555557,0.0,0.0,True,annual,0.7777777777777778,334.0,120133.0,26.0,0.1458333333333333,3.0,47.333333333333336,3.5,0.0,0,0.19333333333333333
A-503d5a,Company_99,FinTech,US,2023-10-21,other,Enterprise,4,False,True,1490.3333333333333,17884.0,20.58333333333333,0.0,0.0833333333333333,False,monthly,0.8333333333333334,605.0,211565.0,32.0,0.1077380952380952,9.0,36.55555555555556,4.0,0.0,0,0.15666666666666668
A-fd7ad3,Company_100,Cybersecurity,US,2024-11-01,event,Enterprise,1,False,False,383.1,4597.2,11.5,0.2,0.0,True,annual,0.9,567.0,171957.0,42.0,0.1527380952380952,8.0,48.75,4.166666666666667,0.125,1,0.8
A-186a44,Company_101,HealthTech,US,2023-08-07,ads,Enterprise,20,False,False,1499.2142857142858,17990.571428571428,22.214285714285715,0.0714285714285714,0.0714285714285714,True,monthly,0.7142857142857143,614.0,205539.0,25.0,0.1203231292517006,7.0,38.285714285714285,3.5,0.0,0,0.16333333333333333
